file,x,y,w,h,classe,HuMoment1,HuMoment2,HuMoment3,HuMoment4,HuMoment5,HuMoment6,HuMoment7,PCA
../Imagens/UnetDataset/caneca\results_pos\20_predict_resized.png,29,28,156,221,caneca,-1.4444687547168398,-2.8889375094336796,-0.18669216562706362,-0.18669216562706362,-0.37338433125412723,-1.6311609203439033,0.0,27790.329249359424
../Imagens/UnetDataset/caneca\results_pos\210_predict_resized.png,18,99,165,176,caneca,-1.3603217958552982,-2.7206435917105964,-0.8017838892895,-0.8017838892895,-1.603567778579,-2.162105685144798,0.0,22250.34858211986
../Imagens/UnetDataset/caneca\results_pos\211_predict_resized.png,32,133,128,134,caneca,-1.3437194259026015,-2.687438851805203,-1.4830286006989224,-1.4830286006989224,-2.966057201397845,-2.826748026601524,0.0,8480.136701223693
../Imagens/UnetDataset/caneca\results_pos\212_predict_resized.png,24,94,164,174,caneca,-1.3623354843740054,-2.724670968748011,-0.8562773603968639,-0.8562773603968639,-1.7125547207937277,-2.218612844770869,0.0,22531.88216549474
../Imagens/UnetDataset/caneca\results_pos\213_predict_resized.png,128,232,2,5,caneca,-1.3420705103849848,-2.6841410207699696,-2.464394659436913,-2.464394659436913,-4.928789318873826,-3.806465169821898,0.0,4633.726575453852
../Imagens/UnetDataset/caneca\results_pos\214_predict_resized.png,21,87,137,159,caneca,-1.3207960636483695,-2.641592127296739,-2.844810063697021,-2.844810063697021,-5.689620127394042,-4.165606127345391,0.0,3477.956191100982
../Imagens/UnetDataset/caneca\results_pos\215_predict_resized.png,24,99,144,153,caneca,-1.3498132060500223,-2.6996264121000446,-1.8626245723412338,-1.8626245723412338,-3.7252491446824676,-3.2124377783912563,0.0,10386.744850771129
../Imagens/UnetDataset/caneca\results_pos\216_predict_resized.png,43,51,150,185,caneca,-1.4365448653201296,-2.873089730640259,-2.5688426814336807,-2.5688426814336807,-5.137685362867361,-4.00538754675381,0.0,21339.36548753874
../Imagens/UnetDataset/caneca\results_pos\217_predict_resized.png,38,66,142,183,caneca,-1.441520814257759,-2.883041628515518,-2.501369495428909,-2.501369495428909,-5.002738990857818,-3.942890309686668,0.0,23407.91022887654
../Imagens/UnetDataset/caneca\results_pos\218_predict_resized.png,42,65,136,176,caneca,-1.4410565286614176,-2.8821130573228353,-2.485092467910954,-2.485092467910954,-4.970184935821908,-3.9261489965723713,0.0,20617.0539704277
../Imagens/UnetDataset/caneca\results_pos\219_predict_resized.png,46,115,122,140,caneca,-1.4086448434166303,-2.8172896868332606,-2.667397139135374,-2.667397139135374,-5.334794278270748,-4.076041982552004,0.0,8735.3523286728
../Imagens/UnetDataset/caneca\results_pos\21_predict_resized.png,37,83,149,193,caneca,-1.4454061767950022,-2.8908123535900043,-2.363273284544876,-2.363273284544876,-4.726546569089752,-3.808679461339878,0.0,24586.861288950964
../Imagens/UnetDataset/caneca\results_pos\220_predict_resized.png,50,128,112,127,caneca,-1.4036922847692248,-2.8073845695384496,-2.6277573478053426,-2.6277573478053426,-5.255514695610685,-4.031449632574567,0.0,4461.397538976341
../Imagens/UnetDataset/caneca\results_pos\221_predict_resized.png,46,119,110,124,caneca,-1.4014828636312258,-2.8029657272624515,-2.6981642653069904,-2.6981642653069904,-5.396328530613981,-4.099647128938217,0.0,3114.7393019111773
../Imagens/UnetDataset/caneca\results_pos\222_predict_resized.png,41,72,135,161,caneca,-1.4056543974994737,-2.8113087949989475,-2.3961194399940196,-2.3961194399940196,-4.792238879988039,-3.801773837493493,0.0,14033.225105818103
../Imagens/UnetDataset/caneca\results_pos\223_predict_resized.png,48,101,121,143,caneca,-1.4038887584647626,-2.807777516929525,-2.4498739488769763,-2.4498739488769763,-4.899747897753953,-3.8537627073417386,0.0,8310.79630288331
../Imagens/UnetDataset/caneca\results_pos\224_predict_resized.png,42,80,130,154,caneca,-1.4027100692038978,-2.8054201384077957,-2.3559151663188134,-2.3559151663188134,-4.711830332637627,-3.758625235522711,0.0,12443.691150073724
../Imagens/UnetDataset/caneca\results_pos\225_predict_resized.png,46,65,131,175,caneca,-1.436430408099035,-2.87286081619807,-2.550232687010295,-2.550232687010295,-5.10046537402059,-3.98666309510933,0.0,20088.221007285534
../Imagens/UnetDataset/caneca\results_pos\226_predict_resized.png,35,59,128,169,caneca,-1.4335713244817854,-2.8671426489635707,-2.472440270316417,-2.472440270316417,-4.944880540632834,-3.906011594798202,0.0,16816.2290055651
../Imagens/UnetDataset/caneca\results_pos\227_predict_resized.png,43,69,123,159,caneca,-1.4297989632846688,-2.8595979265693376,-2.513917443007231,-2.513917443007231,-5.027834886014462,-3.9437164062919,0.0,14716.137617372242
../Imagens/UnetDataset/caneca\results_pos\228_predict_resized.png,28,72,148,158,caneca,-1.4197936900953247,-2.8395873801906495,-2.7321799423312467,-2.7321799423312467,-5.4643598846624934,-4.1519736324265715,0.0,10800.397312807125
../Imagens/UnetDataset/caneca\results_pos\229_predict_resized.png,43,91,138,150,caneca,-1.403790069045471,-2.807580138090942,-2.730131640765728,-2.730131640765728,-5.460263281531456,-4.133921709811199,0.0,12479.067441620475
../Imagens/UnetDataset/caneca\results_pos\22_predict_resized.png,40,67,147,193,caneca,-1.4487315863291301,-2.8974631726582603,-2.060977726524238,-2.060977726524238,-4.121955453048476,-3.509709312853368,0.0,25293.42984404703
../Imagens/UnetDataset/caneca\results_pos\230_predict_resized.png,40,59,149,158,caneca,-1.4206004862116146,-2.841200972423229,-2.6609079270247635,-2.6609079270247635,-5.321815854049527,-4.081508413236378,0.0,13098.27891271564
../Imagens/UnetDataset/caneca\results_pos\231_predict_resized.png,25,57,148,179,caneca,-1.4032995901604821,-2.8065991803209642,-1.8564626278618543,-1.8564626278618543,-3.7129252557237087,-3.2597622180223365,0.0,18511.019130019722
../Imagens/UnetDataset/caneca\results_pos\232_predict_resized.png,18,39,126,167,caneca,-1.4312162020681363,-2.8624324041362725,-1.774276921613957,-1.774276921613957,-3.548553843227914,-3.205493123682093,0.0,6315.960948694058
../Imagens/UnetDataset/caneca\results_pos\233_predict_resized.png,48,54,140,171,caneca,-1.4037415041187282,-2.8074830082374564,-1.7767629473371622,-1.7767629473371622,-3.5535258946743244,-3.1805044514558904,0.0,13137.142159842339
../Imagens/UnetDataset/caneca\results_pos\234_predict_resized.png,29,46,156,204,caneca,-1.4209719472783433,-2.8419438945566866,-1.0306610720988312,-1.0306610720988312,-2.061322144197663,-2.4516330193771743,0.0,28487.890334423937
../Imagens/UnetDataset/caneca\results_pos\235_predict_resized.png,45,0,143,220,caneca,-1.4862961664106282,-2.972592332821256,1.4772451139199065,1.4772451139199065,2.954490227839813,-0.009051052490721587,-0.0,17947.89991148081
../Imagens/UnetDataset/caneca\results_pos\236_predict_resized.png,28,29,159,211,caneca,-1.454042087245506,-2.908084174491012,-0.25531664909399426,-0.25531664909399426,-0.5106332981879885,-1.7093587363395002,-0.0,27462.39942624149
../Imagens/UnetDataset/caneca\results_pos\237_predict_resized.png,36,82,183,194,caneca,-1.4237478039518905,-2.847495607903781,-2.5226007400307697,-2.5226007400307697,-5.0452014800615395,-3.94634854398266,0.0,24892.2128950268
../Imagens/UnetDataset/caneca\results_pos\238_predict_resized.png,40,67,183,194,caneca,-1.4226602015724565,-2.845320403144913,-2.2656488563335206,-2.2656488563335206,-4.531297712667041,-3.688309057905977,0.0,25701.566491237743
../Imagens/UnetDataset/caneca\results_pos\239_predict_resized.png,34,73,179,187,caneca,-1.4178908470483993,-2.8357816940967986,-2.6581990633508896,-2.6581990633508896,-5.316398126701779,-4.076089910399289,0.0,24694.330898961667
../Imagens/UnetDataset/caneca\results_pos\23_predict_resized.png,34,73,147,186,caneca,-1.4429111849894065,-2.885822369978813,-2.5255050637377674,-2.5255050637377674,-5.051010127475535,-3.968416248727174,0.0,24302.2514794788
../Imagens/UnetDataset/caneca\results_pos\240_predict_resized.png,42,59,130,169,caneca,-1.439745862758739,-2.879491725517478,-2.6715138560651783,-2.6715138560651783,-5.343027712130357,-4.111259718823917,0.0,13835.013672750027
../Imagens/UnetDataset/caneca\results_pos\241_predict_resized.png,29,41,168,199,caneca,-1.4023555288201643,-2.8047110576403287,-0.8944198817604812,-0.8944198817604812,-1.7888397635209623,-2.2967754105806457,0.0,25562.645843449267
../Imagens/UnetDataset/caneca\results_pos\242_predict_resized.png,49,53,135,178,caneca,-1.4214796936181129,-2.8429593872362258,-2.454279410105044,-2.454279410105044,-4.908558820210087,-3.8757591037231567,0.0,14340.308206274163
../Imagens/UnetDataset/caneca\results_pos\243_predict_resized.png,51,89,128,149,caneca,-1.4123313247358837,-2.8246626494717675,-2.703319367046545,-2.703319367046545,-5.40663873409309,-4.115650691782429,0.0,12425.677858214753
../Imagens/UnetDataset/caneca\results_pos\244_predict_resized.png,45,88,143,167,caneca,-1.4210142692284984,-2.8420285384569968,-2.7508424595156384,-2.7508424595156384,-5.501684919031277,-4.171856728744137,0.0,17946.45954764808
../Imagens/UnetDataset/caneca\results_pos\245_predict_resized.png,39,65,141,174,caneca,-1.431874083135328,-2.863748166270656,-2.714202505293054,-2.714202505293054,-5.428405010586108,-4.146076588428382,0.0,20051.432814196058
../Imagens/UnetDataset/caneca\results_pos\246_predict_resized.png,65,274,6,8,caneca,-1.4160996883977492,-2.8321993767954985,-2.8667944523434015,-2.8667944523434015,-5.733588904686803,-4.282894140741151,0.0,9146.699478428987
../Imagens/UnetDataset/caneca\results_pos\247_predict_resized.png,27,107,137,165,caneca,-1.4172212752954967,-2.8344425505909934,-2.9209015801332683,-2.9209015801332683,-5.841803160266537,-4.338122855428765,0.0,13087.897561189937
../Imagens/UnetDataset/caneca\results_pos\248_predict_resized.png,34,109,135,154,caneca,-1.4120828075940508,-2.8241656151881016,-2.8628713512965294,-2.8628713512965294,-5.725742702593059,-4.27495415889058,0.0,12846.745913338113
../Imagens/UnetDataset/caneca\results_pos\249_predict_resized.png,35,61,136,155,caneca,-1.4115089058206602,-2.8230178116413205,-2.533138322846854,-2.533138322846854,-5.066276645693708,-3.944647228667514,0.0,12115.904414136623
../Imagens/UnetDataset/caneca\results_pos\24_predict_resized.png,32,58,142,237,caneca,-1.585874549917268,-3.171749099834536,-4.087455855317875,-4.087455855317875,-8.17491171063575,-5.673330405235142,0.0,21720.4165740931
../Imagens/UnetDataset/caneca\results_pos\250_predict_resized.png,38,79,129,150,caneca,-1.4106301410253488,-2.8212602820506976,-2.509896066419119,-2.509896066419119,-5.019792132838238,-3.9205262074444676,0.0,11785.135291694265
../Imagens/UnetDataset/caneca\results_pos\251_predict_resized.png,33,86,142,158,caneca,-1.4079055304424777,-2.8158110608849554,-2.6411808869908877,-2.6411808869908877,-5.282361773981775,-4.049086417433365,0.0,15219.68747524643
../Imagens/UnetDataset/caneca\results_pos\252_predict_resized.png,36,104,160,152,caneca,-1.3780635103272143,-2.7561270206544286,-2.424938773085188,-2.424938773085188,-4.849877546170376,-3.803002283412402,0.0,15126.733456613272
../Imagens/UnetDataset/caneca\results_pos\253_predict_resized.png,43,85,148,157,caneca,-1.3773966849895454,-2.7547933699790903,-1.9977976934710353,-1.9977976934710353,-3.9955953869420706,-3.3751943784605807,0.0,15480.670026662638
../Imagens/UnetDataset/caneca\results_pos\254_predict_resized.png,25,99,168,166,caneca,-1.3788948547326019,-2.7577897094652037,-2.2566095472708114,-2.2566095472708114,-4.513219094541623,-3.6355044020034133,0.0,16749.887561438492
../Imagens/UnetDataset/caneca\results_pos\255_predict_resized.png,44,143,144,145,caneca,-1.3744380746922866,-2.7488761493845733,-2.4449108964085067,-2.4449108964085067,-4.889821792817013,-3.8193489711007933,0.0,8936.473689839491
../Imagens/UnetDataset/caneca\results_pos\256_predict_resized.png,55,129,151,148,caneca,-1.367032486700121,-2.734064973400242,-2.468317626939099,-2.468317626939099,-4.936635253878198,-3.83535011363922,0.0,13028.293444765672
../Imagens/UnetDataset/caneca\results_pos\257_predict_resized.png,37,129,150,147,caneca,-1.3663478130158218,-2.7326956260316435,-2.484531666129546,-2.484531666129546,-4.969063332259092,-3.8508794791453673,0.0,10847.192292882146
../Imagens/UnetDataset/caneca\results_pos\258_predict_resized.png,24,76,170,152,caneca,-1.6122525294034222,-3.2245050588068445,-4.500877614936142,-4.500877614936142,-9.001755229872284,-6.113130144339564,0.0,-11989.961018383397
../Imagens/UnetDataset/caneca\results_pos\259_predict_resized.png,27,62,170,148,caneca,-1.5743792716217722,-3.1487585432435443,-4.635327610233243,-4.635327610233243,-9.270655220466486,-6.209706881855015,0.0,-10757.88816303282
../Imagens/UnetDataset/caneca\results_pos\25_predict_resized.png,17,168,16,9,caneca,-1.373703483596597,-2.747406967193194,-0.893221843215564,-0.893221843215564,-1.786443686431128,-2.266925326812161,0.0,27084.36671086784
../Imagens/UnetDataset/caneca\results_pos\260_predict_resized.png,83,202,18,5,caneca,-1.5132538025084181,-3.0265076050168362,-4.468236421639815,-4.468236421639815,-8.93647284327963,-5.981490224148233,0.0,-7406.480806430373
../Imagens/UnetDataset/caneca\results_pos\261_predict_resized.png,52,82,149,154,caneca,-1.3475979322922436,-2.695195864584487,-1.9039704062228218,-1.9039704062228218,-3.8079408124456435,-3.251568338515065,0.0,16690.730016789665
../Imagens/UnetDataset/caneca\results_pos\262_predict_resized.png,129,80,5,9,caneca,-1.348589007566228,-2.697178015132456,-1.7286022959828926,-1.7286022959828926,-3.4572045919657852,-3.0771913035491205,-0.0,6029.930822527382
../Imagens/UnetDataset/caneca\results_pos\263_predict_resized.png,24,71,166,164,caneca,-1.3265720004058748,-2.6531440008117495,-1.6886048008256274,-1.6886048008256274,-3.3772096016512547,-3.015176801231502,-0.0,10075.468376497722
../Imagens/UnetDataset/caneca\results_pos\264_predict_resized.png,22,88,159,163,caneca,-1.3689973319753777,-2.7379946639507553,-2.183743050289099,-2.183743050289099,-4.367486100578198,-3.5527403822644765,0.0,11757.001825799629
../Imagens/UnetDataset/caneca\results_pos\265_predict_resized.png,22,95,155,149,caneca,-1.3660368084777266,-2.732073616955453,-2.366397199679078,-2.366397199679078,-4.732794399358156,-3.732434008156804,0.0,9041.389448191221
../Imagens/UnetDataset/caneca\results_pos\266_predict_resized.png,58,116,139,133,caneca,-1.3555395892533786,-2.711079178506757,-2.4637741716472883,-2.4637741716472883,-4.927548343294577,-3.8193137609006667,0.0,9839.696371190574
../Imagens/UnetDataset/caneca\results_pos\267_predict_resized.png,48,57,134,134,caneca,-1.3605425708012295,-2.721085141602459,-1.9873769185426522,-1.9873769185426522,-3.9747538370853044,-3.347919489343882,0.0,5769.963033258423
../Imagens/UnetDataset/caneca\results_pos\268_predict_resized.png,38,48,132,133,caneca,-1.360106841319204,-2.720213682638408,-1.7796066426118642,-1.7796066426118642,-3.5592132852237284,-3.139713483931068,0.0,1339.5772054480517
../Imagens/UnetDataset/caneca\results_pos\269_predict_resized.png,42,58,138,136,caneca,-1.3572399980342809,-2.7144799960685617,-2.1344125057558077,-2.1344125057558077,-4.268825011511615,-3.4916525037900885,0.0,5735.943526004081
../Imagens/UnetDataset/caneca\results_pos\26_predict_resized.png,55,201,11,8,caneca,-1.6217729519202424,-3.243545903840485,-3.8089684979477387,-3.8089684979477387,-7.6179369958954775,-5.430741449867981,0.0,25766.400776109636
../Imagens/UnetDataset/caneca\results_pos\270_predict_resized.png,36,199,7,18,caneca,-1.833937189322576,-3.667874378645152,-4.972776546424586,-4.972776546424586,-9.945553092849172,-6.806713735747162,0.0,-5084.847757705179
../Imagens/UnetDataset/caneca\results_pos\271_predict_resized.png,27,54,201,196,caneca,-1.4514913404460779,-2.9029826808921557,-3.216898745906049,-3.216898745906049,-6.433797491812098,-4.668390086352127,-0.0,16279.932694479834
../Imagens/UnetDataset/caneca\results_pos\272_predict_resized.png,40,176,7,22,caneca,-1.787253498458833,-3.574506996917666,-4.834611948992534,-4.834611948992534,-9.669223897985068,-6.621865447451367,0.0,1541.6084426964387
../Imagens/UnetDataset/caneca\results_pos\273_predict_resized.png,22,51,204,211,caneca,-1.4106252960783627,-2.8212505921567255,-1.9453345059449962,-1.9453345059449962,-3.8906690118899925,-3.3559598020233588,0.0,31450.806355888184
../Imagens/UnetDataset/caneca\results_pos\274_predict_resized.png,41,123,149,157,caneca,-1.3854339725390468,-2.7708679450780935,-2.2124962260598973,-2.2124962260598973,-4.4249924521197945,-3.5979301985989443,0.0,13485.07897749414
../Imagens/UnetDataset/caneca\results_pos\275_predict_resized.png,20,70,201,202,caneca,-1.404026241170186,-2.808052482340372,-2.08177879419333,-2.08177879419333,-4.16355758838666,-3.485805035363516,0.0,30070.454568919446
../Imagens/UnetDataset/caneca\results_pos\276_predict_resized.png,36,36,165,182,caneca,-1.4019229390204921,-2.8038458780409843,-3.5857977269019954,-3.5857977269019954,-7.171595453803991,-4.987720665922487,-0.0,3151.9342711224876
../Imagens/UnetDataset/caneca\results_pos\277_predict_resized.png,72,61,114,176,caneca,-1.8017146936333028,-3.6034293872666057,-4.584198180864499,-4.584198180864499,-9.168396361728998,-6.3859128744978015,-0.0,-4761.776355668667
../Imagens/UnetDataset/caneca\results_pos\278_predict_resized.png,67,67,134,150,caneca,-1.6629866966569666,-3.3259733933139333,-3.796931480642076,-3.796931480642076,-7.593862961284152,-5.459918177299043,0.0,-6456.773240936435
../Imagens/UnetDataset/caneca\results_pos\279_predict_resized.png,45,105,135,139,caneca,-1.3794886434783504,-2.758977286956701,-2.375378362670981,-2.375378362670981,-4.750756725341962,-3.754867006149331,0.0,8990.793221781269
